,image_id,predicted_caption,bleu_1,bleu_2,bleu_3,bleu_4
0,488590040_35a3e96c89,man in hoodie and wearing headphones is standing in front of lake,0.25,0.28809243169413523,0.27808440096360537,0.25346366816882765
1,2340206885_58754a799a,black and white dog runs through the snow,0.25,0.18898223650461357,0.2041513404691266,0.19681030214394876
2,3058439373_9276a4702a,group of people walking down city street,0.37151909989293497,0.3276490485424231,0.2681732631300094,0.2319994896687308
3,3461041826_0e24cdf597,black and white dog is running through the water with an object in its mouth,0.6,0.46291004988627577,0.37074599657031837,0.3013040489278569
4,2339106348_2df90aa6a9,girl in green shirt is holding white smile whilst being by by woman in black,0.26666666666666666,0.13801311186847082,0.17349279455028124,0.1787904999907591
5,136644343_0e2b423829,boy in swing,1.0,0.7071067811865476,0.42783302258802824,0.31707238032859636
6,2473738924_eca928d12f,two children are jumping on the street in front of large building,0.3333333333333333,0.33266048598020564,0.3057781234273034,0.272364436623922
7,2196316998_3b2d63f01f,man in uniform is holding santa sign to the woman in the red jacket,0.21428571428571425,0.2720828306679627,0.27042660845988903,0.2496345864141804
8,2084217208_7bd9bc85e5,man in blue is riding his bike in marathon,0.49713295378576094,0.4084363993014518,0.33014633575732266,0.27740712097350895
9,106490881_5a2dd9b7bd,boy in swim trunks is holding on to his board in shallow water,0.49859442696124706,0.2773923314831912,0.26560129289313866,0.24103207314170075
10,1682079482_9a72fa57fa,young boy wearing blue and blue striped shirt is smiling whilst riding on swing,0.3571428571428572,0.35125742398866405,0.3200807152800162,0.28363965162389637
11,1408958345_68eea9a4e4,girl in pink and pink is falling into the ocean on blue surfboard in front of the ocean,0.3888888888888889,0.15124753549550501,0.18618081605870332,0.18976138485520888
12,2461616306_3ee7ac1b4b,girl in pink bathing suit jumps into pool with water in the background,0.38461538461538464,0.25318484177091666,0.1830666761913796,0.18523945769233396
13,3694093650_547259731e,two girls in red are walking in the street with white shirts in the background,0.3333333333333333,0.3422121784206176,0.3159141050001911,0.28153474186969246
14,160792599_6a7ec52516,three young girls jump into the air while standing in the sand,0.5,0.3692744729379982,0.2423541882452667,0.22838557568320572
15,2729655904_1dd01922fb,three dogs running in the surf,0.3032653298563167,0.19180183554164504,0.16917083417430523,0.14861968311443025
16,2288099178_41091aa00c,man in bright orange uniform and helmet is skiing his finger in the air,0.07142857142857141,0.15708709552802363,0.18819124156086847,0.18968126713037053
17,757046028_ff5999f91b,the girl is wearing black outfit and is dancing,0.26691246763893595,0.2554372233667092,0.23321970050208804,0.20752480135440643
18,3718964174_cb2dc1615e,girl in red and black striped top is in front of crowd,0.25,0.28809243169413523,0.27808440096360537,0.25346366816882765
19,2657484284_daa07a3a1b,two people in canoe are gathering through the rapids,0.5555555555555556,0.26352313834736496,0.25675056610873526,0.2355549493734042
20,424416723_19c56cb365,the brown haired dog is running through the woods,0.6666666666666666,0.408248290463863,0.3427528854849553,0.2931872259171749
21,2735558076_0d7bbc18fc,man in green and yellow jacket is being watched by man in white shirt and woman in orange hat and woman in orange jacket sitting in an orange dress,0.13793103448275862,0.23560205326418407,0.2551035914649285,0.24412112840905476
22,3393926562_66cc01b001,an old lady in black and striped striped shirt is walking down the street,0.6428571428571429,0.3144854510165755,0.2975521136432944,0.2683826683967432
23,3430607596_7e4f74e3ff,boy in red shorts is holding in to his arms down over the water,0.6428571428571429,0.4972451580988469,0.3490974358401568,0.3029129318687893
24,2204550058_2707d92338,woman with dark hair is wearing black and white striped shirt,0.5454545454545454,0.2335496832484569,0.2406751573843789,0.2263659622303995
25,3609032038_005c789f64,man in blue is riding bike on dirt track,0.596559544542913,0.4036957013759197,0.3276122061519951,0.2757924977958718
26,373394550_1b2296b8c4,young couple kissing in an indoor structure,0.24767939992862334,0.2452566094345831,0.22819123920265388,0.20529031524114758
27,496110746_a93ca191ae,young boy in blue and white shirt is jumping in the air at playground,0.42857142857142855,0.3847832292194951,0.3399298636606584,0.29686722631450496
28,3359551687_68f2f0212a,the runner in the green jersey is trying to catch the ball,0.4166666666666667,0.19462473604038075,0.2146625635684321,0.20832855876262565
29,2991994415_504d1c0a03,two women are dressed in colorful costumes,0.7142857142857143,0.3450327796711771,0.30007611645617266,0.2615226537428971
30,2300168895_a9b83e16fc,brown dog is running in the grass,0.6191984998215584,0.5180586332905649,0.3628571451775018,0.2917239139788429
31,191003285_edd8d0cf58,three children are sitting on the street in front of white building,0.4166666666666667,0.337099931231621,0.28685380616367345,0.2594961141130871
32,2502905671_c6039804ab,three people are jumping rock in the sand on rocky beach,0.45454545454545453,0.30151134457776363,0.21950296237497788,0.21111301299607096
33,3538213870_9856a76b2a,girl in pink dress dancing,1.0,0.8660254037844387,0.7955364837549187,0.7071067811865476
34,3155987659_b9ea318dd3,girl in red shirt and blue pants sits on black horse,0.45454545454545453,0.38383950967952596,0.33407172841084626,0.2901992735031966
35,3375991133_87d7c40925,person in red is surfing small wave on his stomach,0.10000000000000002,0.17756997404645183,0.19947496461151262,0.19552795980276136
36,2902269566_419d9f1d8e,person in green gear is riding bike,0.42857142857142855,0.3465041324348663,0.3009200679050985,0.2620796772330101
37,3028969146_26929ae0e8,dog runs in the grass with its tongue hanging out,0.5,0.3333333333333333,0.24382614716244752,0.22764772937732736
38,293327462_20dee0de56,blond dog is jumping over short white dog that is chewing on its back,0.21428571428571425,0.12838814775327384,0.164730162547566,0.17148125527131305
39,3301859683_2d5e4b40a3,skier in green pants and white jacket is skiing down slope,0.36363636363636365,0.19069251784911848,0.2105334702229543,0.20454473702045944
40,3360930596_1e75164ce6,man in red and white jersey is running on field,0.5,0.408248290463863,0.350372724490772,0.2777619034011791
41,1329832826_432538d331,man in blue is eating bar in asian asian asian asian wearing lights,0.15384615384615385,0.22839137890209943,0.2398142162433807,0.2272851691411099
42,3467219837_7d62213dec,two dogs running in the surf,0.28216057496353797,0.25101846222288116,0.22629160868837644,0.20085617938772668
43,2909875716_25c8652614,girl in yellow shirt and child in field,0.75,0.46291004988627577,0.36875859235651565,0.3080247690850589
44,3436063693_15c8d377a2,two grey boys are fighting in grassy field,0.12500000000000003,0.19161471803153873,0.20602382063106456,0.19817632389021378
45,2021613437_d99731f986,young boy in red shirt is running in the sand at park,0.4166666666666667,0.19462473604038075,0.2146625635684321,0.20832855876262565
46,2450453051_f1d4a78ab4,black and white dog is leaping in the air to catch his frisbee,0.6923076923076923,0.5370861555295747,0.4321349974179302,0.2978201796359045
47,3494394662_3edfd4a34c,man in red jacket is holding cigarette and smiling,0.6666666666666666,0.28867513459481287,0.2726724253155537,0.2465400872719333
48,3485425825_c2f3446e73,boy in red is riding his bike on street,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
49,3477715432_79d82487bb,two men are dancing,0.5841005873035536,0.3894003915357024,0.2790436898312936,0.2232220330388671
50,3729525173_7f984ed776,child in red shirt and blue pants is jumping up in the air on the man in front of the door,0.38095238095238093,0.19518001458970663,0.22204121290979453,0.21786666197621085
51,1311388430_4ab0cd1a1f,person in red pants is on white snowboard in the air in the desert,0.42857142857142855,0.25677629550654774,0.17954629261351382,0.18304273597791337
52,3545586120_283d728a97,man in red shorts is dancing in parade,0.375,0.33188642710860944,0.29605162606458013,0.26081470985436656
53,300314926_0b2e4b64f5,man in wetsuit is surfing on his surfboard,0.4412484512922977,0.3381987903049071,0.28728332829815434,0.24733179860790513
54,3363750526_efcedc47a9,dog running across the sandy beach,0.6666666666666666,0.4193755201596476,0.33603983441001894,0.2821792728614595
55,2918769188_565dd48060,boy wearing swimming trunks is jumping over pool,0.375,0.33188642710860944,0.29605162606458013,0.26081470985436656
56,1679617928_a73c1769be,dog in red car is seen in the street of white car,0.5,0.4074242241188905,0.34955581125714275,0.3014207975810586
57,3334537556_a2cf4e9b9a,group of people are standing in the snow on sled,0.8,0.4216370213557839,0.2847343548497898,0.25603145162924046
58,3281078518_630a7a7f4f,four children and two white dogs are sitting on the edge of wooden floor,0.39902690558743836,0.3582573429805933,0.3164960437643021,0.2764020249354062
59,3393343330_b13df4d8ec,man in black is carrying bags and asian woman in the background,0.3333333333333333,0.1740776559556978,0.1994233499067506,0.19702498636547824
60,3186412658_2ab2ebd397,two men are playing soccer one of them has his team uniforms in red uniforms,0.13333333333333333,0.21643398537141495,0.23347953191125573,0.2238963393399538
61,2901074943_041aba4607,toddler in red pants is running along wall,0.11031211282307446,0.16909939515245356,0.18181538356555874,0.17488999199871522
62,311146855_0b65fdb169,man in red pants is holding up an outdoor sign as he walks in the street,0.1875,0.11180339887498951,0.15153910543715426,0.1617330996988221
63,375392855_54d46ed5c8,woman in red jacket and white pants is on snowboard,0.7,0.3944053188733077,0.33777439887352717,0.2914039837679991
64,3558370311_5734a15890,person in red and white suit is doing bicycle trick,0.7,0.2788866755113585,0.26871185758227717,0.24504056534116203
65,293881927_ac62900fd4,the blonde dog is leaping over the fence,0.6618726769384466,0.4085166851999189,0.32542831555608054,0.27183090463689974
66,2182488373_df73c7cc09,four people are walking past city street in city,0.6666666666666666,0.408248290463863,0.3427528854849553,0.2931872259171749
67,3185371756_ff4e9fa8a6,girl in red is leaping off of blue skateboard,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
68,2723477522_d89f5ac62b,two brown dogs running in the grass,0.8571428571428571,0.7559289460184544,0.6144368316876522,0.45009231232990843
69,3350786891_6d39b234e9,three children and one woman sitting on the edge of the road,0.5,0.21320071635561041,0.22797442171118626,0.21804399013987716
70,2358561039_e215a8d6cd,man and woman in yellow sled are on sled,0.5555555555555556,0.4118304404985696,0.34473486280687493,0.2944706934661512
71,3256043809_47258e0b3e,the dog is running in the sand,0.5714285714285714,0.4364357804719847,0.3504217263788923,0.2941299913461552
72,416960865_048fd3f294,woman in orange pants is on mountain bike,0.625,0.2988071523335984,0.2762310146887195,0.24747585322180027
73,384577800_fc325af410,golden retriever runs through the snow,0.5,0.447213595499958,0.3721003696282278,0.30483335667394
74,525863257_053333e612,girl running through water with trees in the background,0.4444444444444444,0.36835234406339357,0.3202616237678298,0.2784931874429588
75,3167365436_c379bda282,man with his arm around his neck is looking at the camera,0.3333333333333333,0.33266048598020564,0.3057781234273034,0.272364436623922
76,2573625591_70291c894a,the little brown and white dog is running through the grass,0.6640732482052818,0.42650876612332295,0.2675646771516099,0.23993107392993365
77,3009644534_992e9ea2a7,dog runs across the grass,0.4,0.312093587746084,0.2707337476331722,0.23640501160890146
78,3688858505_e8afd1475d,three women in colorful dresses stand in front of large building,0.41504578012830107,0.275310224701184,0.2004283121706708,0.19276744338321897
79,3217620013_8b17873273,two basketball players oppose each other while the crowd watches,0.4,0.21081851067789192,0.22340056909893038,0.2130484964540072
80,3767841911_6678052eb6,young boy in red shirt and blue jeans walking through the grass,0.4166666666666667,0.19462473604038075,0.2146625635684321,0.20832855876262565
81,3155451946_c0862c70cb,two men are playing basketball and one is trying to block the others,0.46153846153846156,0.33968311024337877,0.27937601717521904,0.21401603033752975
82,3214885227_2be09e7cfb,the yellow boat is being ridden over the waterfall,0.3333333333333333,0.31900248750244486,0.2912561592009437,0.25916711346124927
83,2475162978_2c51048dca,young girl is running through the grass,0.4953587998572467,0.37833653275138546,0.303772850190167,0.25497478915169414
84,3045613316_4e88862836,man in red shirt is standing in the grass,0.5555555555555556,0.26352313834736496,0.25675056610873526,0.2355549493734042
85,1287475186_2dee85f1a5,boy in blue shorts is holding line waiting to swimming pool,0.41504578012830107,0.19467372681619938,0.2069284176367688,0.1974851736533053
86,1287073593_f3d2a62455,man and woman in dog sled race towards the camera,0.6,0.36514837167011066,0.3210216252805407,0.2803875896817201
87,2660008870_b672a4c76a,boy is splashing in the clear blue ocean,0.5,0.26726124191242434,0.2566209653962515,0.23404821161541917
88,3244470342_c08f6bb17e,person in blue pants is riding on snowboard along the snowy hill,0.25,0.28809243169413523,0.27808440096360537,0.25346366816882765
89,3047264346_e24601bfbf,man wearing sunglasses and sunglasses is smiling,0.7142857142857143,0.48795003647426655,0.3771996917599787,0.31100460056544627
90,791338571_7f38510bf7,black dog runs along the green grass,0.24767939992862334,0.2452566094345831,0.22819123920265388,0.20529031524114758
91,2675685200_0913d84d9b,young boy in red shirt is looking at the window of the blue window,0.7142857142857143,0.40599897147057507,0.24293866735461878,0.23016405527925565
92,3569406219_f37ebf7b92,man in red suit is standing in front of brick wall,0.36363636363636365,0.3433164944374434,0.31035548109249544,0.2744535278544658
93,464251704_b0f0c4c87a,girl in pink is leaping in the air in front of large rock wall,0.3571428571428572,0.2870846258816073,0.19326657319539928,0.1935441290045839
94,2431832075_00aa1a4457,boy and girl are inside the bright blue are on blue balls,0.35270071870442254,0.314828333495399,0.2786148765317461,0.24377854999451928
95,3217187564_0ffd89dec1,black and white dog is jumping in the air while wearing red jacket,0.30769230769230765,0.16012815380508713,0.18971208537324097,0.190311526574294
96,2883099128_0b056eed9e,man in red shorts is holding basketball,0.42857142857142855,0.3465041324348663,0.3009200679050985,0.2620796772330101
97,3255482333_5bcee79f7e,skier in green pants and yellow jacket is skiing down slope,0.6363636363636364,0.35675303400633784,0.24528028241536293,0.22963972226490753
98,486917990_72bd4069af,man in red is standing on the street,0.12500000000000003,0.19161471803153873,0.20602382063106456,0.19817632389021378
99,3121521593_18f0ec14f7,young woman is wearing blue outfit and holding cup,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
100,2247889670_413db8094b,three people are walking along beach with blue ball,0.11111111111111109,0.1841761720316968,0.20268663103987977,0.1969244213551724
101,3256275785_9c3af57576,skateboarder in green and black is leaping through the air,0.3,0.30756021694714136,0.28664106631710773,0.25732926670203377
102,2621415349_ef1a7e73be,man in hat is smoking,0.5362560368285115,0.4239476213483084,0.2892520204357066,0.2255856455574906
103,2447284966_d6bbdb4b6e,boy in blue jacket is playing in some wheel,0.35621132690553037,0.16896586820584414,0.1646234277072096,0.1510332139358376
104,539751252_2bd88c456b,boy is playing in pool and one of the water slide,0.5454545454545454,0.42047511582639785,0.3547885007449853,0.3037327570745059
105,745880539_cd3f948837,dog in red shirt chasing frisbee,0.28216057496353797,0.21856064155801844,0.20652860072590565,0.18742104002478158
106,3359530430_249f51972c,group of people are standing on hill in the snow,0.6,0.5163977794943222,0.3254992452916931,0.28334537839270785
107,3316725440_9ccd9b5417,man is riding his dirt bike through the air in the desert,0.5,0.21320071635561041,0.22797442171118626,0.21804399013987716
108,2985679744_75a7102aab,man in black is sitting by window,0.37151909989293497,0.23168286407366764,0.21977549879262112,0.19952855540437708
109,2544182005_3aa1332bf9,boy riding his bicycle in the street,0.2857142857142857,0.28291943941039627,0.26323342568591773,0.23681572145316945
110,3347666612_659e6e2207,young boy in red is running through the grass,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
111,3439382048_d2e23b2b4c,runner performs high in the air at basketball game,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
112,3114944484_28b5bb9842,group of people are looking in the same direction at camera,0.9090909090909091,0.6030226891555273,0.4359734893215772,0.31702331385234306
113,2641770481_c98465ff35,man is jumping from one rock to another man with the ocean,0.4166666666666667,0.19462473604038075,0.2146625635684321,0.20832855876262565
114,3119076670_64b5340530,skateboarder performs trick,0.0,0.0,0.0,0.0
115,1472882567_33dc14c8b6,skier skiing downhill,0.0,0.0,0.0,0.0
116,3019842612_8501c1791e,man in red shirt and jeans is holding three arms from the top of three holding three holding three dogs,0.2,0.2737394403115363,0.27691107202320975,0.2571719655635715
117,2064790732_219e52e19c,children play in public while man watches,0.24767939992862334,0.2452566094345831,0.22819123920265388,0.20529031524114758
118,3502343542_f9b46688e5,man is climbing rock wall,0.6549846024623855,0.5178107940302672,0.35329321556357385,0.2755309296852615
119,3474406285_01f3d24b71,brown dog jumps over an obstacle,1.0,1.0,1.0,1.0
120,2522297487_57edf117f7,three children are making funny face and posing for picture,0.0,0.0,0.0,0.0
121,2450299735_62c095f40e,young boy in pool wearing blue bathing suit is throwing huge splash of water in his hand,0.29411764705882354,0.19174124721184263,0.217069181768573,0.21277084975930455
122,293879742_5fe0ffd894,the brown dog is leaping over white fence,0.75,0.46291004988627577,0.3329951051503864,0.28511612368209555
123,2894217628_f1a4153dca,football player in red gets ready to throw the ball,0.45241870901797976,0.2132722247215179,0.21758809565322254,0.20383395381226144
124,758921886_55a351dd67,girl in red shirt and blue shorts is climbing up rock in front of the flower plant,0.23529411764705885,0.12126781251816653,0.1604271862177697,0.1692104287484668
125,3223224391_be50bf4f43,black dog running through the snow,0.6666666666666666,0.5163977794943222,0.4091569047284194,0.32756475929865714
126,2393264648_a280744f97,two girls in coats are smiling for the camera on the shore of body of water,0.4697065314067379,0.17151257510598605,0.19676642528418667,0.19415460158616243
127,2610447973_89227ff978,man is riding his red bike in the woods,0.2222222222222222,0.16666666666666669,0.18975411684445412,0.18732995625287288
128,350443876_c9769f5734,young boy wearing blue shirt is playing with the wooden fence,0.30318287930006566,0.2862411290605599,0.2587597880014946,0.2288264297246887
129,2869491449_1041485a6b,black and brown dog runs through the grass,0.25,0.18898223650461357,0.2041513404691266,0.19681030214394876
130,3344233740_c010378da7,man in blue and blue striped shirt is holding protest sign,0.36363636363636365,0.19069251784911848,0.2105334702229543,0.20454473702045944
131,70995350_75d0698839,boy on skateboard,0.23884377019126307,0.17558251253374768,0.1523181973553383,0.13374394457703614
132,3630641436_8f9ac5b9b2,black and white dog running in the surf,0.38940039153570244,0.3605147093430547,0.25933684865006573,0.22204866038989954
133,1394368714_3bc7c19969,three kids are standing in front of wooden hut wearing red and red top is wearing bright pink shoes,0.21052631578947367,0.279333393583507,0.27990296391928815,0.25887215771855715
134,3576259024_9c05b163aa,man in blue and white suit is jumping his bike,0.6,0.4472135954999579,0.2960194196579458,0.26368258593637695
135,509778093_21236bb64d,brown dog is chasing ball on green grass,1.0,0.8451542547285166,0.7119309108013355,0.5169731539571706
136,1917265421_aeccf1ca38,group of people in green shirts are running in the woods,0.36363636363636365,0.3433164944374434,0.31035548109249544,0.2744535278544658
137,3385593926_d3e9c21170,brown dog is jumping over wooden fence,0.2857142857142857,0.28291943941039627,0.26323342568591773,0.23681572145316945
138,3584534971_b44f82c4b9,boy wearing blue and black suit is riding bike in the woods,0.4166666666666667,0.27524094128159016,0.1996230113443496,0.19717440779104148
139,3259002340_707ce96858,black dog runs with its toy in its mouth,0.5555555555555556,0.26352313834736496,0.25675056610873526,0.2355549493734042
140,493621130_152bdd4e91,two dogs running through the surf,0.16666666666666669,0.2096877600798238,0.21267231812058127,0.19953087735062713
141,3070031806_3d587c2a66,two dogs run across the sand near the ocean,0.4444444444444444,0.23570226039551587,0.23852346274405659,0.22277411682906492
142,270724499_107481c88f,small dog runs through the grass,0.5643211499270759,0.4371212831160368,0.3263322533096043,0.2650533766771168
143,400851260_5911898657,man in red pants is on top of snow covered mountain,0.45454545454545453,0.21320071635561047,0.22662167923741067,0.21627972701344117
144,2953015871_cae796b6e7,black dog is running on the grass to catch something,0.5,0.3333333333333333,0.30227656474078957,0.267894301584955
145,2351479551_e8820a1ff3,girl in pink is leaping in the air in front of white building,0.38461538461538464,0.25318484177091666,0.1830666761913796,0.18523945769233396
146,3437654963_c4fdc17e8b,dog swims in the river,0.13406400920712788,0.1479285686910924,0.14437257538799378,0.13325434759476032
147,3251976937_20625dc2b8,two brown dogs play in the snow,0.5714285714285714,0.4364357804719847,0.34016320005192946,0.2875833792374545
148,3040033126_9f4b88261b,two medium sized dogs running through the surf,0.12500000000000003,0.19161471803153873,0.20602382063106456,0.19817632389021378
149,2120411340_104eb610b1,white dog running in the snow,0.6666666666666666,0.36514837167011077,0.3066920474476751,0.26330448460358885
150,2616643090_4f2d2d1a44,child in blue jacket is holding stick,0.2857142857142857,0.2182178902359924,0.22177430541726603,0.20798131143120685
151,533713007_bf9f3e25b4,man and woman sit at table amidst food food off of food,0.4166666666666667,0.27524094128159016,0.2698337134146614,0.2477458043387769
152,2612488996_9450de0e54,man in blue is holding his hands and standing in the street,0.4166666666666667,0.27524094128159016,0.2698337134146614,0.2477458043387769
153,3225310099_d8e419ba56,boat on the beach,0.23618327637050734,0.15562071375412986,0.12851239480125748,0.10990031779775743
154,2647049174_0fb47cee2e,toddler in green pants is sitting on wooden bench with his head sticking out,0.2857142857142857,0.31417419105604727,0.2973577107278925,0.26824982050388396
155,2676764246_c58205a365,two greyhounds are racing on sand track,0.7142857142857143,0.48795003647426655,0.3771996917599787,0.31100460056544627
156,1547883892_e29b3db42e,the woman in the blue shirt is sitting on wooden bench,0.2727272727272727,0.1651445647689541,0.19146586843273045,0.19035032617500067
157,2225231022_1632d0a5aa,woman in black and one wearing blue striped shirt and black purse is smiling,0.42857142857142855,0.3847832292194951,0.3399298636606584,0.29686722631450496
158,3243588540_b418ac7eda,man in red is holding his hand to the right of the woman in hat,0.4,0.2390457218668787,0.16680003509279864,0.17354057262145017
159,2712787899_d85048eb6a,girl in pink is jumping,0.32928698165641584,0.20977502723988037,0.16985401665002164,0.14358292775314402
160,421322723_3470543368,man in brown shirt is surrounded by people in black shirts and black shirts,0.3571428571428572,0.165748386032949,0.19497692389334154,0.19484032322542286
161,468608014_09fd20eb9b,dog is chewing on stick,0.4,0.312093587746084,0.2707337476331722,0.23640501160890146
162,127490019_7c5c08cb11,young girl in red is walking on the grass,0.4444444444444444,0.36835234406339357,0.3202616237678298,0.2784931874429588
163,2346401538_f5e8da66fc,two women in coats stand near fence,0.37151909989293497,0.3003767745798957,0.26086095645825386,0.22719108016695733
164,3108732084_565b423162,snowboarder in red is leaping in the air after going off,0.36363636363636365,0.3433164944374434,0.31035548109249544,0.2744535278544658
165,3203908917_53e53c03d1,man in bright yellow jacket is pulling three young men in parade,0.3333333333333333,0.33266048598020564,0.3057781234273034,0.272364436623922
166,421730441_6b2267fd31,man in red shirt is standing in front of large red building,0.75,0.5222329678670936,0.3829396416337487,0.2790159393585827
167,3315616181_15dd137e27,boy in red is jumping in the air with his arms in the air,0.21428571428571425,0.2720828306679627,0.27042660845988903,0.2496345864141804
168,3139160252_75109e9e05,girl in white dress is dancing with man in suit,0.2,0.25112186556673066,0.25074269839893976,0.23252324097940982
169,3596131692_91b8a05606,two boys in red and white uniforms are running around track,0.36363636363636365,0.3433164944374434,0.31035548109249544,0.2744535278544658
170,3053743109_a2d780c0d2,two men in red are dancing in parade while man wearing no shirt on his shirt wearing green shirt,0.10526315789473682,0.19751853681474862,0.2226730197089304,0.21768466943452888
171,3504881781_6a842e043b,man in white is riding bike,0.0,0.0,0.0,0.0
172,3473264983_67917a931f,group of people are in race with two huge men in the race,0.46153846153846156,0.2773500981126146,0.1944191802499099,0.19387812562273402
173,354642192_3b7666a2dd,person in blue shorts is wading through river in front of waterfall,0.4166666666666667,0.3719257300399279,0.3291445855700546,0.2879903284693138
174,473220329_819a913bbb,two people are walking along some rocks with large child behind them,0.25,0.28809243169413523,0.27808440096360537,0.25346366816882765
175,3365783912_e12c3510d8,man in red and black striped shirt is walking down city street,0.5,0.30151134457776363,0.21200222253455905,0.2063696637829326
176,2594902417_f65d8866a8,two brown dogs running on the grass,0.5714285714285714,0.4364357804719847,0.34016320005192946,0.2875833792374545
177,2866254827_9a8f592017,man in green and green is riding bike,0.5,0.38322943606307747,0.32553465905294277,0.2802636449867835
178,3544793763_b38546a5e8,man in white suit and black pants is jumping,0.6666666666666666,0.408248290463863,0.29129144784395883,0.2591909015430299
179,2311690895_0d6efe11c8,brown dog chewing on something while riding on the toy,0.5,0.3333333333333333,0.30227656474078957,0.267894301584955
180,348380010_33bb0599ef,brown dog jumps up to catch yellow ball,0.22744899739223753,0.14038456897256543,0.14155170681465445,0.13210626129726236
181,3364861247_d590fa170d,two girls are walking towards camera one is smiling at the camera,0.5833333333333334,0.23028309323591914,0.23987145160311932,0.2266109118294294
182,3139876823_859c7d7c23,man in red pants is on top of snow holding mountain,0.6363636363636364,0.25226248955475655,0.2532349854569997,0.23525985318499046
183,3421789737_f625dd17ed,boy in blue shirt and blue jeans is jumping,0.5555555555555556,0.4118304404985696,0.34473486280687493,0.2944706934661512
184,2913965136_2d00136697,young boy in green shirt is running in the grass,0.6,0.36514837167011066,0.2589465250642332,0.23826411296913536
185,3128164023_ebe8da4c32,white dog is running on the beach,0.7142857142857143,0.4473349114374287,0.3561732002842517,0.2977800048296976
186,2884301336_dc8e974431,black and white dog is swimming through the water with man in the background,0.5714285714285714,0.29649972666444047,0.2862086183748135,0.2605951543509479
187,3425851292_de92a072ee,the tennis player gets ready to hit the ball,0.2982797722714565,0.25831786022211856,0.20736377628576325,0.19503264514250296
188,3549583146_3e8bb2f7e9,boy wearing helmet rides his bike over the street,0.7777777777777778,0.6972166887783963,0.5959233348983533,0.4457812170277422
189,3542484764_77d8920ec9,young man in white shirt and white shorts is playing baseball,0.5810640921796215,0.3257514508870574,0.29065800416483417,0.2554606448058892
190,150387174_24825cf871,man in blue helmet is riding bike on trail,0.7777777777777778,0.44095855184409843,0.3064927280413241,0.26937448034627565
191,2905942129_2b4bf59bc0,girl in yellow is smiling as the child sits on the trampoline and is dressed in,0.3125,0.14433756729740646,0.17936380424048612,0.18376428007662055
192,2289068031_fe26990183,two men in orange are racing on the street in front of the many many people,0.25,0.29862756046862693,0.289821193106052,0.26432384920938845
193,561940436_64d6fc125d,man in yellow shirt is standing in front of group of people,0.16666666666666669,0.23522648546941588,0.24325765312053452,0.2290302783996535
194,2224450291_4c133fabe8,man and woman with arms around each other,0.22062422564614886,0.23914265801368703,0.22854436883572357,0.2079804228276411
195,3244747165_17028936e0,two children looking at the camera one smiling at the camera,0.3320366241026409,0.1741214746376982,0.19223826246196993,0.1867699458851485
196,3214573346_d3a57f0328,dog jumps on to get toy in small room,0.5555555555555556,0.4118304404985696,0.34473486280687493,0.2944706934661512
197,2815256108_fc1302117d,man in white shirt is walking,0.23884377019126307,0.2124825408818139,0.19155171125080878,0.1700210851830615
198,2077079696_03380d218b,man in red shorts is on top of cliff,0.5555555555555556,0.26352313834736496,0.25675056610873526,0.2355549493734042
